t,u,r,time_s
1780876758.0640118,-0.05,0.018040886285454902,38.57813262939453
1780876758.1644166,-0.05,0.017747329490729116,38.678537368774414
1780876758.2638874,-0.05,0.017707873323984512,38.778008222579956
1780876758.3639808,-0.05,0.017591047009035687,38.87810158729553
1780876758.4641316,-0.05,0.017604078586228228,38.97825241088867
1780876758.563915,-0.05,0.01754006414495177,39.078035831451416
1780876758.6637943,-0.05,0.01747619362037292,39.17791509628296
1780876758.7638626,-0.05,0.017224331213397465,39.27798342704773
1780876758.8640478,-0.05,0.01724297360973828,39.37816858291626
1780876758.9641774,-0.05,0.01715714481761663,39.47829818725586
1780876759.063768,-0.05,0.017111525172282024,39.57788872718811
1780876759.1637988,-0.05,0.016966136870172944,39.67791962623596
1780876759.2639172,-0.05,0.016960289488514278,39.778038024902344
1780876759.363894,-0.05,0.016861986534514272,39.87801480293274
1780876759.4639828,-0.05,0.01682551082933221,39.97810363769531
1780876759.5638626,-0.05,0.016785638247880114,40.077983379364014
1780876759.6638403,-0.05,0.016710417354678674,40.177961111068726
1780876759.7644718,-0.05,0.016699735797472196,40.278592586517334
1780876759.8640769,-0.05,0.016626270418084434,40.37819766998291
1780876759.965138,-0.05,0.016565111594845843,40.47925877571106
1780876760.0643456,-0.05,0.016555565254083356,40.57846641540527
1780876760.1638362,-0.05,0.016451705140142086,40.67795705795288
1780876760.264019,-0.05,0.01645887558396096,40.77813982963562
1780876760.3643515,-0.05,0.016404144422457075,40.878472328186035
1780876760.463917,-0.05,0.016454991865609458,40.97803783416748
1780876760.5638466,-0.05,0.016465089231724423,41.077967405319214
1780876760.6644619,-0.05,0.016395206915814385,41.17858266830444
1780876760.7644494,-0.05,0.016303601057756315,41.2785701751709
1780876760.8639367,-0.05,0.01629801426905485,41.3780574798584
1780876760.964005,-0.05,0.016224007464979796,41.47812581062317
1780876761.0638075,-0.05,0.016185875607988513,41.57792830467224
1780876761.164483,-0.05,0.016179194607340644,41.67860388755798
1780876761.263964,-0.05,0.016176035165710395,41.77808475494385
1780876761.3637815,-0.05,0.01615130804366841,41.8779022693634
1780876761.4642942,-0.05,0.016270013843622068,41.97841501235962
1780876761.564021,-0.05,0.016337626080963747,42.078141927719116
1780876761.6638038,-0.05,0.01636413369508372,42.17792463302612
1780876761.7639008,-0.05,0.01638670849605534,42.278021574020386
1780876761.8644264,-0.05,0.01646863101355774,42.37854719161987
1780876761.963983,-0.05,0.016501601757057588,42.47810387611389
1780876762.0639,-0.05,0.016579550693390514,42.57802081108093
1780876762.1639597,-0.05,0.01664497840402767,42.678080558776855
1780876762.263974,-0.05,0.016749623854005507,42.77809476852417
1780876762.3641744,-0.05,0.016772164616528203,42.87829518318176
1780876762.4640465,-0.05,0.016801225735812886,42.97816729545593
1780876762.5643506,-0.05,0.016848373683407646,43.078471422195435
1780876762.6639743,-0.05,0.016932202044719933,43.17809510231018
1780876762.7639115,-0.05,0.017063377162922586,43.278032302856445
1780876762.8639019,-0.05,0.01709530661866334,43.37802267074585
1780876762.9641087,-0.05,0.017092054669651406,43.47822952270508
1780876763.0639591,-0.05,0.017180265319517097,43.57807993888855
1780876763.164345,-0.05,0.017227140278887856,43.678465843200684
